id,reason
088fd64d-a394-42f7-9cc5-f6787c044669,no_nb06_record
08a301a0-b8d7-4b3c-9fef-1f8e4af3740c,no_nb06_record
08a47bf8-d6b1-445e-bbd4-46822cb4c6d6,no_nb06_record
08a7255a-eb21-47ff-9290-bfb11e131e3e,no_nb06_record
08a9235b-fd29-40c4-8f53-e9da39560805,no_nb06_record
08b8f251-6272-408d-97a7-5d3a8a20e9a3,no_nb06_record
08bdb9aa-4ceb-4d28-b6d3-3d54198d4269,no_nb06_record
08c317c1-b72e-46d6-8dbf-da00b7a7d2a1,no_nb06_record
08c5622e-9359-42ac-82bf-4cb1a74d4c51,no_nb06_record
08c7526c-d810-4a98-b798-de35167a3aa0,no_nb06_record
08c9ca36-8b95-4361-abf1-ce21bfc49184,standalone_vl_invalid(loss)
08cc08e6-87bc-4906-8cd2-c297c029abc9,no_nb06_record
08ce5cb5-1ddd-4d11-848f-c0320705b800,no_nb06_record
08ee8885-934b-47f3-a392-da52fed73bef,no_nb06_record
08f35a8a-c6a8-4c5c-9472-9d9e680cf93a,no_nb06_record
08f3deee-21ec-4a2c-84bf-0e3894e796a0,no_nb06_record
08fcfc38-ebab-40a0-8d2d-db4a7626b0cc,no_nb06_record
08fd6f5d-e578-43b0-8a56-c4feaf9134f5,no_nb06_record
0902e254-086f-4b5c-8366-511be55dd7c1,no_nb06_record
0908db2a-f322-4cad-8a01-30080d24a2b1,no_nb06_record
09096a41-1203-45b7-a507-06780b0f6e4a,no_nb06_record
0910a34a-3709-48c6-bc22-8cb9f63e0d2c,no_nb06_record
0913a8e3-dd37-4b21-91b9-6b844d3c8e71,no_nb06_record
091fafd8-49df-4144-8fcb-43af7a63a440,no_nb06_record
0929c192-5092-4dcb-bc88-b350d49c5a12,no_nb06_record
092a3fc0-a281-4e2f-9659-29218e7f8e9d,no_nb06_record
0934ff94-ba2e-400c-9ad4-51af4cc83837,no_nb06_record
09437463-8dae-4423-8ca0-d1f3bd607444,no_nb06_record
094609e6-4090-4ae9-a26a-7cee9e0b8a6d,no_nb06_record
0948f113-4f41-4471-bdbb-42af624eb1ac,no_nb06_record
094fa16d-fada-44a2-8e70-2def07dc0ff2,no_nb06_record
095b9a42-8880-477b-9fa9-e84054c6da98,no_nb06_record
095c1f8e-4ee4-47c7-b248-fa203e972bd2,no_nb06_record
095c7065-0273-48e5-b301-8a7438926c76,no_nb06_record
09604544-3e49-4a3a-be4c-b41551a7f968,no_nb06_record
0968a5c3-d614-4cdb-80dd-735439f99339,no_nb06_record
096b5c57-ae60-415b-bbb1-6a73a5f0cac7,no_nb06_record
0973a4fe-c13c-4e2c-9c43-6051353f6cb2,no_nb06_record
097b3d6f-6b65-4405-8502-346207ab1ad7,no_nb06_record
09885a29-fe86-4a52-9739-401d6442dd61,no_nb06_record
0992d01a-3729-4282-9981-24a2a340ea9a,no_nb06_record
09980b46-a1ef-450f-89f4-4d347c39c8ab,no_nb06_record
09a6fb32-742c-4a0f-b5bb-df28e55d8129,no_nb06_record
09ae7d6c-9ed4-4aa6-89ad-1297d8c4fe80,no_nb06_record
09c9d25f-679b-4069-abbf-a7c3eb692c5d,no_nb06_record
09cf1a9e-138e-4909-870a-f2216f0f1fa1,no_nb06_record
09d8cace-294b-40f7-bec2-ed8785d51afa,no_nb06_record
09e9f2ec-4409-4e82-9966-d7e78a40c51c,no_nb06_record
09f29714-b772-4ece-b649-8ba4cf4850de,no_nb06_record
09f4d72e-3705-4621-8ebf-161d3b4e54b2,no_nb06_record
09f59fbc-96dd-405e-be2c-e8cdcd38b516,no_nb06_record
09f772e9-3f10-41e4-bf52-13e28ddd375d,no_nb06_record
09ff7713-3826-4edc-9c81-819157884117,no_nb06_record
0a01505d-cf39-4d5c-b805-60073b555a95,no_nb06_record
0a015157-c549-4d5d-aae6-e8b4c3e6105f,standalone_vl_invalid(loss)
0a0781a7-1749-463b-9439-793c33e405e3,no_nb06_record
0a1e59e0-910a-4e81-92ed-0b5f6664e397,no_nb06_record
0a27693a-c453-4320-8d89-6b75025e1ac2,no_nb06_record
0a2bae2a-9c09-4aa8-bdf5-f66e71512cb1,no_nb06_record
0a309ccf-b967-4d8a-9ec5-0fc4ff934fec,standalone_vl_invalid(loss)
0a319878-b7a0-4567-9301-80a35ecb7173,no_nb06_record
0a3aff95-e37e-48f4-844b-a105cd2325e8,no_nb06_record
0a4b08ca-e989-451a-b821-b88e2a92d692,no_nb06_record
0a4b9d87-757c-4b1c-a466-4d55502cdde6,no_nb06_record
0a4ef600-0628-4a09-899f-30d88695cfdb,no_nb06_record
0a5a46b7-f383-4150-87b0-bc2591341a20,no_nb06_record
0a5c3e03-228f-40b9-8b40-ccd2dd0d35ae,no_nb06_record
0a68dab6-d901-4e36-85e4-b2159cc17a9c,no_nb06_record
0a6a1a07-02d6-4752-8f0e-d34fefb77c38,no_nb06_record
0a6dbe5e-78bb-4d54-b3a7-04fb892de5ec,no_nb06_record
0a7a63a9-f802-4e0f-baed-598e06a78a68,no_nb06_record
0a84c359-573b-4b2b-9981-5a8866cb2965,no_nb06_record
0a89976e-74c9-4def-b7f7-5045d2ba7f27,no_nb06_record
0a8c946b-5135-46a1-82ff-96643d944b14,no_nb06_record
0a8f747e-97dd-45e5-abfd-1517f7612626,no_nb06_record
0a90cc76-95bb-422e-8102-312d3f85c66a,no_nb06_record
0a95312c-72e1-4c03-a93a-aef1da84e7da,no_nb06_record
0a973031-c394-4763-8c10-7080ad97b2e0,no_nb06_record
0aa8c43b-ea03-4ab4-b8dc-04c26542bf76,no_nb06_record
